transaction_id,employee_id,employee_name,department,role,category,vendor,amount,payment_method,location,hour,is_weekend,is_night,is_fraud,fraud_type,emp_hist_mean,emp_hist_std,amount_deviation_score
TX-10216,EMP-1024,Employee 1024,Finance,Associate,Software Licenses,AWS,192.57,Invoice/Wire,International (Low Risk),15,0,0,0,None,145.63,45.49,1.03
TX-10638,EMP-1005,Employee 1005,HR,Executive,Entertainment,Vegas VIP Clubs,2950.27,Reimbursement Request,International (Low Risk),11,0,0,0,None,2049.55,319.96,2.82
TX-10948,EMP-1015,Employee 1015,HR,Associate,Software Licenses,Zoom,153.69,Invoice/Wire,Domestic,10,0,0,0,None,188.28,13.54,-2.55
TX-11138,EMP-1035,Employee 1035,Marketing,Associate,Meals,Starbucks,171.84,Corporate Credit Card,International (High Risk),15,1,0,0,None,172.7,44.43,-0.02
TX-11073,EMP-1084,Employee 1084,Executive,Manager,Software Licenses,Adobe,652.5,Invoice/Wire,Domestic,17,0,0,0,None,565.68,104.06,0.83
TX-10245,EMP-1045,Employee 1045,Executive,Associate,Equipment,Apple Store,198.21,Corporate Credit Card,International (Low Risk),22,0,1,0,None,144.85,35.34,1.51
TX-11315,EMP-1067,Employee 1067,Sales,Contractor,Entertainment,TopGolf,289.73,Invoice/Wire,Domestic,10,0,0,0,None,267.49,43.98,0.51
TX-11520,EMP-1093,Employee 1093,Executive,Executive,Travel,Delta Airlines,1948.46,Corporate Credit Card,International (Low Risk),9,0,0,0,None,1232.15,213.8,3.35
TX-11077,EMP-1049,Employee 1049,HR,Associate,Consulting,McKinsey & Co,102.28,Invoice/Wire,Domestic,8,1,0,0,None,76.15,37.64,0.69
TX-10490,EMP-1030,Employee 1030,Marketing,Manager,Software Licenses,GitHub,921.43,Reimbursement Request,Domestic,12,0,0,0,None,771.43,109.89,1.37
TX-11177,EMP-1095,Employee 1095,Engineering,Associate,Meals,Starbucks,256.43,Invoice/Wire,Domestic,14,1,0,0,None,171.04,23.85,3.58
TX-10097,EMP-1068,Employee 1068,Executive,Associate,Meals,Steakhouse,45.08,Corporate Credit Card,Domestic,13,0,0,0,None,52.32,47.13,-0.15
TX-10636,EMP-1049,Employee 1049,HR,Associate,Office Supplies,OfficeMax,53.29,Invoice/Wire,International (Low Risk),10,1,0,0,None,76.15,37.64,-0.61
TX-11359,EMP-1047,Employee 1047,Marketing,Manager,Software Licenses,GitHub,213.68,Invoice/Wire,Domestic,9,1,0,0,None,320.39,109.09,-0.98
TX-10808,EMP-1091,Employee 1091,Finance,Associate,Software Licenses,Slack,123.18,Corporate Credit Card,Domestic,11,0,0,0,None,133.15,34.47,-0.29
TX-10025,EMP-1033,Employee 1033,HR,Contractor,Software Licenses,Salesforce,210.83,Invoice/Wire,International (Low Risk),15,0,0,0,None,284.84,70.37,-1.05
TX-10262,EMP-1076,Employee 1076,Marketing,Associate,Entertainment,Vegas VIP Clubs,155.13,Invoice/Wire,Domestic,12,0,0,0,None,141.73,13.26,1.01
TX-11255,EMP-1004,Employee 1004,HR,Manager,Consulting,Accenture,729.49,Reimbursement Request,International (Low Risk),14,0,0,0,None,452.12,102.48,2.71
TX-11157,EMP-1021,Employee 1021,Marketing,Associate,Software Licenses,AWS,241.51,Reimbursement Request,Domestic,22,0,1,0,None,140.89,47.05,2.14
TX-10255,EMP-1006,Employee 1006,HR,Contractor,Consulting,Shadow Advisory Group,284.7,Corporate Credit Card,International (Low Risk),15,1,0,0,None,208.19,34.53,2.22
TX-11400,EMP-1079,Employee 1079,HR,Associate,Equipment,CDW Corporation,157.17,Corporate Credit Card,Domestic,14,0,0,0,None,115.77,36.88,1.12
TX-10687,EMP-1023,Employee 1023,Engineering,Manager,Office Supplies,Staples,316.09,Corporate Credit Card,Domestic,22,0,1,0,None,485.41,116.88,-1.45
TX-10071,EMP-1032,Employee 1032,Sales,Manager,Office Supplies,OfficeMax,767.47,Corporate Credit Card,Domestic,12,1,0,0,None,528.27,71.84,3.33
TX-10133,EMP-1012,Employee 1012,Executive,Associate,Meals,Starbucks,50.31,Invoice/Wire,International (Low Risk),16,0,0,0,None,77.34,40.21,-0.67
TX-10729,EMP-1051,Employee 1051,Sales,Manager,Travel,Marriott Hotels,410.57,Invoice/Wire,Domestic,12,0,0,0,None,570.72,119.58,-1.34
TX-10700,EMP-1024,Employee 1024,Finance,Associate,Meals,Catering Co,142.59,Corporate Credit Card,Domestic,12,0,0,0,None,145.63,45.49,-0.07
TX-3245,EMP-1051,Employee 1051,Sales,Manager,Meals,Steakhouse,405.11,Reimbursement Request,Domestic,21,0,0,1,Duplicate Claim,570.72,119.58,-1.38
TX-10341,EMP-1071,Employee 1071,Marketing,Manager,Travel,Delta Airlines,1071.54,Corporate Credit Card,Domestic,13,0,0,0,None,578.4,143.62,3.43
TX-10060,EMP-1089,Employee 1089,Engineering,Contractor,Office Supplies,Amazon Business,201.06,Corporate Credit Card,Domestic,16,0,0,0,None,260.59,41.99,-1.42
TX-10934,EMP-1043,Employee 1043,Finance,Associate,Office Supplies,Amazon Business,276.58,Corporate Credit Card,Domestic,16,0,0,0,None,197.85,19.68,4.0
TX-11292,EMP-1056,Employee 1056,Executive,Associate,Entertainment,TopGolf,167.65,Invoice/Wire,International (Low Risk),8,0,0,0,None,146.3,13.37,1.6
TX-10995,EMP-1011,Employee 1011,HR,Manager,Meals,Local Diner,564.35,Reimbursement Request,Domestic,9,0,0,0,None,547.59,53.44,0.31
TX-11173,EMP-1050,Employee 1050,Operations,Contractor,Office Supplies,Target,140.24,Reimbursement Request,Domestic,15,1,0,0,None,184.38,47.05,-0.94
TX-11334,EMP-1068,Employee 1068,Executive,Associate,Consulting,McKinsey & Co,29.66,Reimbursement Request,International (Low Risk),22,0,1,0,None,52.32,47.13,-0.48
TX-11026,EMP-1031,Employee 1031,Marketing,Manager,Consulting,Shadow Advisory Group,499.67,Reimbursement Request,International (Low Risk),10,0,0,0,None,764.85,130.81,-2.03
TX-10145,EMP-1072,Employee 1072,Engineering,Contractor,Travel,Hertz,144.91,Invoice/Wire,Domestic,16,1,0,0,None,167.6,40.45,-0.56
TX-10519,EMP-1030,Employee 1030,Marketing,Manager,Entertainment,Private Dining Services,690.7,Invoice/Wire,Domestic,16,0,0,0,None,771.43,109.89,-0.73
TX-10955,EMP-1022,Employee 1022,Engineering,Manager,Travel,Hertz,1038.07,Corporate Credit Card,Domestic,22,0,1,0,None,731.55,112.33,2.73
TX-10605,EMP-1067,Employee 1067,Sales,Contractor,Software Licenses,Zoom,262.87,Invoice/Wire,Domestic,22,0,1,0,None,267.49,43.98,-0.11
TX-11056,EMP-1044,Employee 1044,HR,Manager,Consulting,Apex Legal,294.93,Corporate Credit Card,Domestic,14,1,0,0,None,484.83,74.22,-2.56
TX-10144,EMP-1004,Employee 1004,HR,Manager,Meals,Steakhouse,337.51,Corporate Credit Card,Domestic,8,0,0,0,None,452.12,102.48,-1.12
TX-11204,EMP-1044,Employee 1044,HR,Manager,Equipment,Apple Store,417.9,Reimbursement Request,Domestic,10,0,0,0,None,484.83,74.22,-0.9
TX-11392,EMP-1015,Employee 1015,HR,Associate,Consulting,McKinsey & Co,242.44,Invoice/Wire,Domestic,17,1,0,0,None,188.28,13.54,4.0
TX-11539,EMP-1000,Employee 1000,Operations,Associate,Office Supplies,Target,59.71,Reimbursement Request,Domestic,8,1,0,0,None,77.52,41.19,-0.43
TX-11126,EMP-1057,Employee 1057,HR,Contractor,Travel,Hertz,287.98,Corporate Credit Card,Domestic,23,0,1,0,None,301.61,30.46,-0.45
TX-11117,EMP-1010,Employee 1010,Sales,Executive,Equipment,CDW Corporation,1609.33,Corporate Credit Card,International (Low Risk),10,0,0,0,None,1461.79,272.31,0.54
TX-11381,EMP-1039,Employee 1039,Executive,Contractor,Meals,Steakhouse,528.81,Reimbursement Request,International (Low Risk),16,0,0,0,None,390.61,42.59,3.24
TX-10246,EMP-1005,Employee 1005,HR,Executive,Meals,Steakhouse,2279.36,Reimbursement Request,International (Low Risk),15,0,0,0,None,2049.55,319.96,0.72
TX-10112,EMP-1065,Employee 1065,Sales,Associate,Software Licenses,Zoom,165.17,Invoice/Wire,International (Low Risk),8,0,0,0,None,123.88,17.81,2.32
TX-11582,EMP-1008,Employee 1008,Marketing,Contractor,Consulting,Shadow Advisory Group,256.77,Invoice/Wire,Domestic,23,0,1,0,None,320.08,52.52,-1.21
TX-3310,EMP-1092,Employee 1092,Operations,Executive,Equipment,Apple Store,3478.04,Corporate Credit Card,Domestic,2,1,1,1,Suspicious Off-hours Purchase,2132.07,247.59,5.44
TX-10908,EMP-1096,Employee 1096,Executive,Associate,Consulting,Delta Consulting,225.61,Invoice/Wire,Domestic,12,0,0,0,None,109.78,34.63,3.34
TX-10151,EMP-1053,Employee 1053,HR,Associate,Equipment,Dell Technologies,331.29,Invoice/Wire,International (High Risk),8,0,0,0,None,199.44,48.62,2.71
TX-11240,EMP-1019,Employee 1019,Finance,Manager,Office Supplies,OfficeMax,594.48,Corporate Credit Card,Domestic,8,1,0,0,None,793.44,127.22,-1.56
TX-10984,EMP-1032,Employee 1032,Sales,Manager,Software Licenses,Slack,446.86,Corporate Credit Card,Domestic,15,0,0,0,None,528.27,71.84,-1.13
TX-10953,EMP-1002,Employee 1002,Finance,Associate,Travel,Hertz,67.42,Invoice/Wire,Domestic,11,0,0,0,None,156.21,10.82,-8.21
TX-11378,EMP-1076,Employee 1076,Marketing,Associate,Travel,Marriott Hotels,194.78,Invoice/Wire,Domestic,13,0,0,0,None,141.73,13.26,4.0
TX-10466,EMP-1038,Employee 1038,Executive,Manager,Equipment,CDW Corporation,665.96,Invoice/Wire,Domestic,23,0,1,0,None,579.05,90.38,0.96
TX-11484,EMP-1078,Employee 1078,Executive,Associate,Entertainment,Vegas VIP Clubs,208.04,Reimbursement Request,International (Low Risk),14,0,0,0,None,183.5,23.52,1.04
TX-10111,EMP-1010,Employee 1010,Sales,Executive,Office Supplies,Target,947.27,Reimbursement Request,International (Low Risk),15,0,0,0,None,1461.79,272.31,-1.89
TX-10788,EMP-1014,Employee 1014,Operations,Associate,Equipment,Best Buy,113.05,Invoice/Wire,Domestic,13,1,0,0,None,117.46,25.81,-0.17
TX-11390,EMP-1084,Employee 1084,Executive,Manager,Meals,Starbucks,686.79,Corporate Credit Card,Domestic,11,0,0,0,None,565.68,104.06,1.16
TX-10284,EMP-1064,Employee 1064,Executive,Contractor,Software Licenses,Salesforce,212.87,Reimbursement Request,Domestic,13,0,0,0,None,258.6,47.5,-0.96
TX-3233,EMP-1066,Employee 1066,Finance,Associate,Consulting,Apex Legal,9813.89,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,135.8,40.74,237.56
TX-3210,EMP-1035,Employee 1035,Marketing,Associate,Consulting,Apex Legal,9775.39,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,172.7,44.43,216.13
TX-10332,EMP-1081,Employee 1081,Engineering,Contractor,Meals,Local Diner,299.15,Corporate Credit Card,Domestic,8,0,0,0,None,212.56,31.94,2.71
TX-10710,EMP-1021,Employee 1021,Marketing,Associate,Software Licenses,AWS,162.68,Invoice/Wire,International (Low Risk),15,0,0,0,None,140.89,47.05,0.46
TX-10049,EMP-1021,Employee 1021,Marketing,Associate,Office Supplies,Target,91.64,Invoice/Wire,Domestic,10,0,0,0,None,140.89,47.05,-1.05
TX-10909,EMP-1017,Employee 1017,Finance,Associate,Equipment,CDW Corporation,216.47,Corporate Credit Card,International (Low Risk),11,1,0,0,None,174.31,24.27,1.74
TX-3204,EMP-1094,Employee 1094,Sales,Associate,Consulting,Apex Legal,9736.96,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,196.93,17.01,560.85
TX-11189,EMP-1063,Employee 1063,Executive,Manager,Consulting,Delta Consulting,1143.74,Invoice/Wire,Domestic,9,0,0,0,None,786.51,89.31,4.0
TX-11330,EMP-1002,Employee 1002,Finance,Associate,Travel,Marriott Hotels,176.47,Corporate Credit Card,Domestic,16,0,0,0,None,156.21,10.82,1.87
TX-10994,EMP-1014,Employee 1014,Operations,Associate,Travel,Uber,90.49,Invoice/Wire,Domestic,10,0,0,0,None,117.46,25.81,-1.04
TX-10592,EMP-1083,Employee 1083,Finance,Associate,Equipment,Dell Technologies,237.22,Corporate Credit Card,International (Low Risk),10,0,0,0,None,194.79,28.29,1.5
TX-10820,EMP-1097,Employee 1097,Finance,Contractor,Equipment,Dell Technologies,211.03,Reimbursement Request,Domestic,14,0,0,0,None,215.22,30.77,-0.14
TX-10471,EMP-1034,Employee 1034,HR,Associate,Meals,UberEats,269.57,Invoice/Wire,International (High Risk),8,0,0,0,None,186.02,20.89,4.0
TX-10613,EMP-1036,Employee 1036,Operations,Manager,Software Licenses,Salesforce,475.61,Reimbursement Request,Domestic,10,0,0,0,None,567.04,98.48,-0.93
TX-10476,EMP-1077,Employee 1077,Operations,Associate,Meals,UberEats,144.47,Invoice/Wire,International (Low Risk),13,0,0,0,None,169.74,36.0,-0.7
TX-3298,EMP-1037,Employee 1037,Sales,Manager,Consulting,Shadow Advisory Group,26173.35,Invoice/Wire,International (High Risk),3,1,1,1,High-Risk Tax Haven Offshore Wire,468.81,144.29,178.14
TX-10629,EMP-1054,Employee 1054,Finance,Contractor,Office Supplies,Target,342.31,Invoice/Wire,Domestic,13,0,0,0,None,308.28,46.95,0.72
TX-11474,EMP-1084,Employee 1084,Executive,Manager,Office Supplies,Target,464.2,Corporate Credit Card,International (High Risk),15,0,0,0,None,565.68,104.06,-0.98
TX-10804,EMP-1006,Employee 1006,HR,Contractor,Office Supplies,Target,180.76,Corporate Credit Card,Domestic,17,0,0,0,None,208.19,34.53,-0.79
TX-10550,EMP-1097,Employee 1097,Finance,Contractor,Consulting,Accenture,338.28,Reimbursement Request,Domestic,12,0,0,0,None,215.22,30.77,4.0
TX-10762,EMP-1009,Employee 1009,Engineering,Contractor,Meals,Starbucks,296.09,Invoice/Wire,International (Low Risk),23,0,1,0,None,391.41,70.42,-1.35
TX-3260,EMP-1049,Employee 1049,HR,Associate,Meals,UberEats,207.08,Reimbursement Request,Domestic,19,0,0,0,None,76.15,37.64,3.48
TX-10006,EMP-1060,Employee 1060,Sales,Manager,Entertainment,TopGolf,614.08,Reimbursement Request,International (Low Risk),15,0,0,0,None,309.04,99.39,3.07
TX-11006,EMP-1084,Employee 1084,Executive,Manager,Consulting,Accenture,480.14,Corporate Credit Card,Domestic,13,0,0,0,None,565.68,104.06,-0.82
TX-11386,EMP-1057,Employee 1057,HR,Contractor,Meals,UberEats,341.48,Corporate Credit Card,Domestic,15,0,0,0,None,301.61,30.46,1.31
TX-10843,EMP-1038,Employee 1038,Executive,Manager,Consulting,Accenture,336.28,Corporate Credit Card,International (Low Risk),8,1,0,0,None,579.05,90.38,-2.69
TX-10787,EMP-1094,Employee 1094,Sales,Associate,Entertainment,Vegas VIP Clubs,258.93,Corporate Credit Card,International (Low Risk),15,0,0,0,None,196.93,17.01,3.64
TX-11367,EMP-1096,Employee 1096,Executive,Associate,Meals,Catering Co,89.02,Reimbursement Request,Domestic,8,0,0,0,None,109.78,34.63,-0.6
TX-3267,EMP-1035,Employee 1035,Marketing,Associate,Software Licenses,GitHub,4588.61,Corporate Credit Card,Domestic,23,1,1,1,Unauthorised Spend Limit Exceeded,172.7,44.43,99.39
TX-10318,EMP-1099,Employee 1099,HR,Associate,Software Licenses,AWS,178.56,Corporate Credit Card,Domestic,15,1,0,0,None,191.58,47.77,-0.27
TX-10233,EMP-1094,Employee 1094,Sales,Associate,Meals,Catering Co,197.45,Corporate Credit Card,International (Low Risk),13,0,0,0,None,196.93,17.01,0.03
TX-11091,EMP-1003,Employee 1003,Engineering,Associate,Equipment,Apple Store,98.95,Invoice/Wire,Domestic,9,0,0,0,None,190.78,10.03,-9.16
TX-10019,EMP-1076,Employee 1076,Marketing,Associate,Software Licenses,Zoom,97.87,Invoice/Wire,International (Low Risk),9,0,0,0,None,141.73,13.26,-3.31
TX-10304,EMP-1002,Employee 1002,Finance,Associate,Meals,Local Diner,173.81,Reimbursement Request,Domestic,15,0,0,0,None,156.21,10.82,1.63
TX-11486,EMP-1091,Employee 1091,Finance,Associate,Entertainment,Vegas VIP Clubs,127.35,Invoice/Wire,Domestic,13,0,0,0,None,133.15,34.47,-0.17
TX-3248,EMP-1029,Employee 1029,HR,Contractor,Meals,Local Diner,205.74,Reimbursement Request,Domestic,19,0,0,0,None,212.32,50.52,-0.13
TX-3242,EMP-1083,Employee 1083,Finance,Associate,Meals,UberEats,280.79,Reimbursement Request,Domestic,19,0,0,0,None,194.79,28.29,3.04
TX-10029,EMP-1090,Employee 1090,Executive,Associate,Software Licenses,Salesforce,233.78,Invoice/Wire,Domestic,13,0,0,0,None,149.03,21.2,4.0
TX-11575,EMP-1088,Employee 1088,Executive,Associate,Travel,Airbnb,165.52,Invoice/Wire,International (High Risk),14,0,0,0,None,154.4,26.36,0.42
TX-10883,EMP-1073,Employee 1073,Operations,Contractor,Travel,Uber,110.34,Invoice/Wire,Domestic,8,0,0,0,None,185.02,55.92,-1.34
TX-10229,EMP-1086,Employee 1086,Engineering,Associate,Entertainment,TopGolf,179.95,Corporate Credit Card,Domestic,9,0,0,0,None,169.28,20.83,0.51
TX-10189,EMP-1045,Employee 1045,Executive,Associate,Equipment,Apple Store,168.3,Invoice/Wire,Domestic,22,0,1,0,None,144.85,35.34,0.66
TX-10534,EMP-1019,Employee 1019,Finance,Manager,Consulting,Apex Legal,1302.34,Corporate Credit Card,Domestic,16,0,0,0,None,793.44,127.22,4.0
TX-10167,EMP-1092,Employee 1092,Operations,Executive,Travel,Marriott Hotels,1624.23,Reimbursement Request,International (Low Risk),9,0,0,0,None,2132.07,247.59,-2.05
TX-10032,EMP-1065,Employee 1065,Sales,Associate,Entertainment,TopGolf,174.3,Corporate Credit Card,International (Low Risk),13,0,0,0,None,123.88,17.81,2.83
TX-10521,EMP-1093,Employee 1093,Executive,Executive,Entertainment,TopGolf,1027.41,Reimbursement Request,International (Low Risk),10,0,0,0,None,1232.15,213.8,-0.96
TX-11022,EMP-1043,Employee 1043,Finance,Associate,Equipment,Best Buy,276.58,Invoice/Wire,Domestic,16,0,0,0,None,197.85,19.68,4.0
TX-10580,EMP-1082,Employee 1082,Operations,Associate,Equipment,CDW Corporation,48.83,Corporate Credit Card,Domestic,16,1,0,0,None,69.06,30.89,-0.65
TX-3218,EMP-1025,Employee 1025,Sales,Associate,Consulting,Accenture,9798.57,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,195.76,43.96,218.44
TX-10947,EMP-1025,Employee 1025,Sales,Associate,Entertainment,TopGolf,217.59,Reimbursement Request,Domestic,9,0,0,0,None,195.76,43.96,0.5
TX-11217,EMP-1069,Employee 1069,Sales,Associate,Travel,Uber,121.75,Invoice/Wire,Domestic,16,0,0,0,None,135.84,49.21,-0.29
TX-11233,EMP-1014,Employee 1014,Operations,Associate,Meals,UberEats,134.75,Reimbursement Request,Domestic,12,0,0,0,None,117.46,25.81,0.67
TX-10806,EMP-1056,Employee 1056,Executive,Associate,Travel,Marriott Hotels,199.77,Reimbursement Request,Domestic,12,0,0,0,None,146.3,13.37,4.0
TX-11210,EMP-1047,Employee 1047,Marketing,Manager,Travel,Marriott Hotels,190.74,Invoice/Wire,Domestic,8,1,0,0,None,320.39,109.09,-1.19
TX-11164,EMP-1047,Employee 1047,Marketing,Manager,Equipment,Best Buy,268.08,Corporate Credit Card,Domestic,9,0,0,0,None,320.39,109.09,-0.48
TX-11166,EMP-1088,Employee 1088,Executive,Associate,Travel,Delta Airlines,202.95,Corporate Credit Card,Domestic,23,0,1,0,None,154.4,26.36,1.84
TX-11064,EMP-1003,Employee 1003,Engineering,Associate,Consulting,Apex Legal,169.85,Invoice/Wire,Domestic,9,1,0,0,None,190.78,10.03,-2.09
TX-11020,EMP-1011,Employee 1011,HR,Manager,Entertainment,TopGolf,406.1,Invoice/Wire,Domestic,15,1,0,0,None,547.59,53.44,-2.65
TX-11369,EMP-1013,Employee 1013,Executive,Associate,Office Supplies,Staples,157.08,Corporate Credit Card,Domestic,10,0,0,0,None,132.01,17.39,1.44
TX-10925,EMP-1046,Employee 1046,Marketing,Associate,Office Supplies,Amazon Business,191.1,Invoice/Wire,Domestic,10,1,0,0,None,169.75,16.03,1.33
TX-10691,EMP-1019,Employee 1019,Finance,Manager,Travel,Uber,997.09,Invoice/Wire,International (Low Risk),14,0,0,0,None,793.44,127.22,1.6
TX-10595,EMP-1015,Employee 1015,HR,Associate,Entertainment,Private Dining Services,163.43,Reimbursement Request,Domestic,16,0,0,0,None,188.28,13.54,-1.84
TX-10088,EMP-1019,Employee 1019,Finance,Manager,Software Licenses,Zoom,1167.94,Invoice/Wire,International (Low Risk),11,0,0,0,None,793.44,127.22,2.94
TX-3236,EMP-1057,Employee 1057,HR,Contractor,Meals,Starbucks,301.78,Reimbursement Request,Domestic,19,0,0,0,None,301.61,30.46,0.01
TX-10035,EMP-1020,Employee 1020,HR,Associate,Software Licenses,Slack,87.65,Corporate Credit Card,International (Low Risk),15,0,0,0,None,52.11,17.95,1.98
TX-10061,EMP-1018,Employee 1018,HR,Associate,Consulting,Delta Consulting,65.73,Invoice/Wire,Domestic,13,1,0,0,None,91.4,21.85,-1.17
TX-3316,EMP-1014,Employee 1014,Operations,Associate,Equipment,Apple Store,3541.26,Corporate Credit Card,Domestic,2,1,1,1,Suspicious Off-hours Purchase,117.46,25.81,132.65
TX-11196,EMP-1086,Employee 1086,Engineering,Associate,Office Supplies,Staples,183.13,Invoice/Wire,Domestic,23,0,1,0,None,169.28,20.83,0.66
TX-10064,EMP-1002,Employee 1002,Finance,Associate,Entertainment,City Arena,178.27,Reimbursement Request,Domestic,10,0,0,0,None,156.21,10.82,2.04
TX-10958,EMP-1088,Employee 1088,Executive,Associate,Entertainment,TopGolf,248.25,Reimbursement Request,Domestic,11,0,0,0,None,154.4,26.36,3.56
TX-3315,EMP-1059,Employee 1059,Executive,Associate,Equipment,Apple Store,2964.6,Corporate Credit Card,Domestic,2,1,1,1,Suspicious Off-hours Purchase,153.78,36.08,77.91
TX-3229,EMP-1039,Employee 1039,Executive,Contractor,Consulting,Shadow Advisory Group,9909.73,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,390.61,42.59,223.51
TX-10480,EMP-1075,Employee 1075,Executive,Associate,Travel,Hertz,101.88,Invoice/Wire,Domestic,11,0,0,0,None,94.04,42.37,0.19
TX-10683,EMP-1080,Employee 1080,Marketing,Associate,Software Licenses,GitHub,110.55,Reimbursement Request,Domestic,11,0,0,0,None,131.4,21.46,-0.97
TX-11559,EMP-1084,Employee 1084,Executive,Manager,Consulting,Delta Consulting,981.93,Corporate Credit Card,Domestic,8,0,0,0,None,565.68,104.06,4.0
TX-11305,EMP-1011,Employee 1011,HR,Manager,Entertainment,City Arena,761.34,Reimbursement Request,Domestic,8,0,0,0,None,547.59,53.44,4.0
TX-11180,EMP-1065,Employee 1065,Sales,Associate,Consulting,Delta Consulting,119.08,Invoice/Wire,Domestic,23,0,1,0,None,123.88,17.81,-0.27
TX-3225,EMP-1040,Employee 1040,Engineering,Associate,Consulting,Accenture,9838.24,Invoice/Wire,Domestic,14,0,0,1,Invoice Splitting,72.21,49.91,195.67
TX-10465,EMP-1095,Employee 1095,Engineering,Associate,Consulting,McKinsey & Co,142.81,Invoice/Wire,Domestic,23,0,1,0,None,171.04,23.85,-1.18
TX-10498,EMP-1037,Employee 1037,Sales,Manager,Travel,Delta Airlines,272.46,Corporate Credit Card,Domestic,16,0,0,0,None,468.81,144.29,-1.36
TX-11371,EMP-1085,Employee 1085,Operations,Manager,Entertainment,TopGolf,345.34,Corporate Credit Card,Domestic,9,0,0,0,None,366.37,146.95,-0.14
TX-10717,EMP-1047,Employee 1047,Marketing,Manager,Travel,Uber,244.86,Invoice/Wire,International (High Risk),17,0,0,0,None,320.39,109.09,-0.69
TX-10744,EMP-1026,Employee 1026,Finance,Associate,Office Supplies,Amazon Business,109.95,Reimbursement Request,International (Low Risk),9,0,0,0,None,165.65,29.75,-1.87
TX-10918,EMP-1042,Employee 1042,Finance,Associate,Office Supplies,Staples,119.85,Invoice/Wire,Domestic,23,0,1,0,None,145.15,37.23,-0.68
TX-10302,EMP-1081,Employee 1081,Engineering,Contractor,Meals,UberEats,147.72,Corporate Credit Card,Domestic,17,0,0,0,None,212.56,31.94,-2.03
TX-10051,EMP-1071,Employee 1071,Marketing,Manager,Entertainment,TopGolf,336.32,Reimbursement Request,Domestic,14,0,0,0,None,578.4,143.62,-1.69
TX-11021,EMP-1059,Employee 1059,Executive,Associate,Meals,Local Diner,49.79,Corporate Credit Card,International (Low Risk),15,1,0,0,None,153.78,36.08,-2.88
TX-11412,EMP-1097,Employee 1097,Finance,Contractor,Entertainment,TopGolf,142.57,Reimbursement Request,Domestic,17,0,0,0,None,215.22,30.77,-2.36
TX-10627,EMP-1023,Employee 1023,Engineering,Manager,Office Supplies,Staples,439.54,Invoice/Wire,Domestic,11,0,0,0,None,485.41,116.88,-0.39
TX-10489,EMP-1039,Employee 1039,Executive,Contractor,Meals,Starbucks,144.86,Invoice/Wire,Domestic,15,0,0,0,None,390.61,42.59,-5.77
TX-11090,EMP-1050,Employee 1050,Operations,Contractor,Travel,Airbnb,258.7,Reimbursement Request,Domestic,15,0,0,0,None,184.38,47.05,1.58
TX-10484,EMP-1092,Employee 1092,Operations,Executive,Travel,Uber,3122.45,Corporate Credit Card,Domestic,22,0,1,0,None,2132.07,247.59,4.0
TX-10876,EMP-1044,Employee 1044,HR,Manager,Entertainment,Vegas VIP Clubs,316.6,Corporate Credit Card,Domestic,14,0,0,0,None,484.83,74.22,-2.27
TX-11326,EMP-1041,Employee 1041,Marketing,Associate,Software Licenses,AWS,135.4,Corporate Credit Card,Domestic,12,0,0,0,None,125.4,12.06,0.83
TX-10173,EMP-1042,Employee 1042,Finance,Associate,Software Licenses,Salesforce,78.86,Invoice/Wire,Domestic,11,0,0,0,None,145.15,37.23,-1.78
TX-11000,EMP-1007,Employee 1007,Executive,Manager,Consulting,Delta Consulting,642.07,Reimbursement Request,Domestic,9,0,0,0,None,557.12,109.24,0.78
TX-11362,EMP-1005,Employee 1005,HR,Executive,Entertainment,Vegas VIP Clubs,912.62,Corporate Credit Card,International (Low Risk),16,0,0,0,None,2049.55,319.96,-3.55
TX-10971,EMP-1023,Employee 1023,Engineering,Manager,Meals,Local Diner,403.21,Reimbursement Request,Domestic,9,0,0,0,None,485.41,116.88,-0.7
TX-11444,EMP-1040,Employee 1040,Engineering,Associate,Meals,Starbucks,107.14,Corporate Credit Card,Domestic,11,0,0,0,None,72.21,49.91,0.7
TX-11434,EMP-1046,Employee 1046,Marketing,Associate,Travel,Airbnb,106.15,Invoice/Wire,Domestic,14,1,0,0,None,169.75,16.03,-3.97
TX-10249,EMP-1050,Employee 1050,Operations,Contractor,Equipment,CDW Corporation,249.17,Reimbursement Request,Domestic,10,1,0,0,None,184.38,47.05,1.38
TX-10340,EMP-1022,Employee 1022,Engineering,Manager,Software Licenses,Adobe,771.62,Corporate Credit Card,Domestic,17,0,0,0,None,731.55,112.33,0.36
TX-10761,EMP-1066,Employee 1066,Finance,Associate,Equipment,Dell Technologies,94.0,Reimbursement Request,Domestic,23,0,1,0,None,135.8,40.74,-1.03
TX-10736,EMP-1002,Employee 1002,Finance,Associate,Equipment,Dell Technologies,128.06,Invoice/Wire,Domestic,13,0,0,0,None,156.21,10.82,-2.6
TX-10377,EMP-1050,Employee 1050,Operations,Contractor,Equipment,Dell Technologies,107.33,Reimbursement Request,Domestic,12,0,0,0,None,184.38,47.05,-1.64
